Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
904;WIN;None;3;74;"228,59";"0,4854";"0,45";11;10;9;18
905;WIN;None;3;206;"220,65";"0,4851";"0,39";12;12;25;53
906;WIN;None;3;75;"225,62";"0,4847";"0,44";13;10;7;14
907;WIN;None;3;134;"192,09";"0,4843";"0,41";12;10;15;28
908;WIN;None;3;79;"209,19";"0,4839";"0,37";14;9;9;18
909;WIN;None;3;88;"224,81";"0,4835";"0,38";15;12;7;14
910;WIN;None;3;280;"175,42";"0,4831";"0,4";14;13;18;43
911;DEATH;KilledByTarget;3;153;"-129,59";"0,4827";"0,39";9;7;11;28
912;WIN;None;3;104;"201,24";"0,4823";"0,39";7;4;10;19
913;DEATH;KilledByTarget;3;226;"-96,05";"0,482";"0,38";18;18;23;50
914;DEATH;KilledByTarget;3;38;"-94,89";"0,4816";"0,37";12;6;3;7
915;WIN;None;3;47;"218,03";"0,4812";"0,36";10;5;7;14
916;WIN;None;3;129;"167,64";"0,4808";"0,43";9;6;10;20
917;WIN;None;3;239;"170,94";"0,4804";"0,47";13;12;24;49
918;WIN;None;3;80;"222,77";"0,48";"0,43";10;8;6;15
919;DEATH;KilledByTarget;3;44;"-115,56";"0,4796";"0,3";10;2;3;5
920;WIN;None;3;216;"149,05";"0,4793";"0,36";9;9;26;53
921;WIN;None;3;135;"229,22";"0,4789";"0,33";14;13;16;30
922;DEATH;Suicide;3;12;"-305,97";"0,4785";"0,58";12;0;1;2
923;WIN;None;3;185;"199,42";"0,4781";"0,39";14;12;22;46
924;DEATH;KilledByTarget;3;269;"-166,26";"0,4777";"0,39";10;10;21;47
925;DEATH;KilledByTarget;3;199;"-99,01";"0,4773";"0,38";12;11;19;41
926;WIN;None;3;116;"197,55";"0,477";"0,38";12;8;16;30
927;WIN;None;3;163;"164,31";"0,4766";"0,36";7;7;19;41
928;WIN;None;3;177;"206,93";"0,4762";"0,37";11;9;19;42
929;WIN;None;3;83;"214,96";"0,4758";"0,35";13;7;6;12
930;WIN;None;3;142;"185,33";"0,4754";"0,39";12;10;13;29
931;DEATH;KilledByTarget;3;387;"-272,77";"0,4751";"0,37";14;14;40;86
932;WIN;None;3;79;"206,54";"0,4747";"0,35";9;6;7;12
933;WIN;None;3;177;"166,18";"0,4743";"0,43";14;11;20;41
934;WIN;None;3;342;"120,58";"0,4739";"0,38";12;12;37;81
935;DEATH;Suicide;3;11;"-305,75";"0,4735";"0,55";12;1;1;2
936;DEATH;KilledByTarget;3;83;"-76,09";"0,4732";"0,34";12;9;8;19
937;DEATH;KilledByTarget;3;42;"-114,32";"0,4728";"0,31";8;7;4;8
938;WIN;None;3;55;"198,57";"0,4724";"0,38";10;4;4;8
939;WIN;None;3;81;"230,95";"0,472";"0,35";15;10;9;18
940;DEATH;KilledByTarget;3;151;"-140,9";"0,4717";"0,34";9;7;13;30
941;DEATH;KilledByTarget;3;119;"-136,66";"0,4713";"0,34";10;9;8;17
942;WIN;None;3;73;"207,01";"0,4709";"0,38";13;8;11;22
943;WIN;None;3;117;"202,73";"0,4705";"0,44";13;11;10;20
944;DEATH;Suicide;3;8;"-305,29";"0,4701";"0,38";16;0;2;2
945;DEATH;KilledByTarget;3;125;"-129,73";"0,4698";"0,4";15;10;11;21
946;DEATH;KilledByTarget;3;158;"-138,24";"0,4694";"0,34";10;8;11;27
947;WIN;None;3;49;"199,39";"0,469";"0,31";6;4;4;8
948;DEATH;Suicide;3;4;"-304,51";"0,4686";"0,25";15;0;1;2
949;WIN;None;3;161;"209,4";"0,4683";"0,39";12;11;13;29
950;DEATH;KilledByTarget;3;156;"-131,85";"0,4679";"0,44";13;12;17;34
951;DEATH;KilledByTarget;3;122;"-151,67";"0,4675";"0,35";9;6;13;31
952;DEATH;KilledByTarget;3;107;"-132,82";"0,4671";"0,41";9;5;9;18
953;WIN;None;3;65;"200,32";"0,4668";"0,22";13;8;9;18
954;DEATH;KilledByTarget;3;95;"-112,18";"0,4664";"0,39";10;7;10;18
955;WIN;None;3;110;"205,97";"0,466";"0,3";14;12;14;28
956;DEATH;KilledByTarget;3;51;"-99,45";"0,4657";"0,35";8;6;5;11
957;DEATH;KilledByTarget;3;95;"-99,18";"0,4653";"0,34";12;10;9;19
958;WIN;None;3;103;"195,71";"0,4649";"0,35";16;9;12;25
959;DEATH;KilledByTarget;3;181;"-190,25";"0,4645";"0,33";11;11;28;57
960;DEATH;KilledByTarget;3;229;"-216,56";"0,4642";"0,35";11;11;31;64
961;DEATH;KilledByTarget;3;157;"-138,42";"0,4638";"0,27";11;10;21;48
962;WIN;None;3;126;"140,75";"0,4634";"0,33";13;11;17;34
963;WIN;None;3;178;"91,76";"0,4631";"0,28";12;11;30;61
964;DEATH;KilledByTarget;3;250;"-171,33";"0,4627";"0,38";10;10;20;45
965;WIN;None;3;156;"167,4";"0,4623";"0,33";15;14;24;48
966;WIN;None;3;77;"165,28";"0,4619";"0,34";4;3;14;28
967;DEATH;Suicide;3;4;"-304,51";"0,4616";"0,25";13;0;1;2
968;WIN;None;3;201;"120,2";"0,4612";"0,32";8;7;33;65
969;DEATH;Suicide;3;4;"-304,51";"0,4608";"0,5";14;0;1;2
970;WIN;None;3;69;"207,94";"0,4605";"0,25";13;9;12;22
971;DEATH;KilledByTarget;3;207;"-201,27";"0,4601";"0,32";10;10;27;58
972;WIN;None;3;102;"183,93";"0,4597";"0,34";10;10;10;20
973;WIN;None;3;187;"100,88";"0,4594";"0,33";13;13;28;57
974;DEATH;KilledByTarget;3;151;"-159,75";"0,459";"0,32";13;11;19;37
975;DEATH;KilledByTarget;3;156;"-187,95";"0,4586";"0,26";13;12;27;55
976;DEATH;KilledByTarget;3;125;"-125,33";"0,4583";"0,28";12;11;24;48
977;WIN;None;3;67;"193,33";"0,4579";"0,39";9;7;9;16
978;WIN;None;3;355;"88,87";"0,4575";"0,28";11;11;54;112
979;WIN;None;3;125;"135,57";"0,4572";"0,37";8;7;20;42
980;WIN;None;3;168;"133,86";"0,4568";"0,26";13;10;26;51
981;WIN;None;3;208;"103,01";"0,4564";"0,33";13;12;24;48
982;WIN;None;3;62;"182,48";"0,4561";"0,35";15;8;10;18
983;WIN;None;3;162;"86,83";"0,4557";"0,25";7;6;32;64
984;WIN;None;3;190;"120,97";"0,4553";"0,36";11;11;28;56
985;WIN;None;3;81;"177,5";"0,455";"0,35";12;4;13;26
986;DEATH;Suicide;3;6;"-304,95";"0,4546";"0,5";12;0;1;2
987;DEATH;KilledByTarget;3;238;"-215,74";"0,4542";"0,32";8;7;38;78
988;DEATH;KilledByTarget;3;276;"-277,55";"0,4539";"0,31";14;14;54;107
989;DEATH;KilledByTarget;3;96;"-117,35";"0,4535";"0,29";14;12;14;27
990;DEATH;KilledByTarget;3;173;"-186,39";"0,4532";"0,29";7;6;25;53
991;WIN;None;3;131;"213,05";"0,4528";"0,27";10;9;22;45
992;WIN;None;3;156;"168,3";"0,4524";"0,34";11;10;17;35
993;DEATH;KilledByTarget;3;117;"-153,22";"0,4521";"0,34";8;8;15;33
994;DEATH;Suicide;3;4;"-304,51";"0,4517";0;14;0;1;2
995;WIN;None;3;167;"168,08";"0,4513";"0,37";14;14;18;40
996;WIN;None;3;169;"145,19";"0,451";"0,33";12;12;30;60
997;WIN;None;3;221;"75,65";"0,4506";"0,33";14;13;34;68
998;WIN;None;3;205;"131,67";"0,4503";"0,35";12;11;23;46
999;WIN;None;3;119;"171,74";"0,4499";"0,34";15;10;16;32
1000;WIN;None;3;191;"202,9";"0,4495";"0,32";14;14;33;68
1001;DEATH;KilledByTarget;3;379;"-196,96";"0,4492";"0,34";17;17;47;101
1002;WIN;None;3;165;"133,02";"0,4488";"0,4";9;7;18;36
1003;WIN;None;3;241;80;"0,4485";"0,36";13;11;37;75
1004;DEATH;Suicide;3;4;"-304,51";"0,4481";"0,25";17;0;1;2
1005;WIN;None;3;48;"195,41";"0,4477";"0,19";9;5;11;20
1006;WIN;None;3;180;"141,72";"0,4474";"0,3";11;10;26;53
1007;DEATH;KilledByTarget;3;223;"-143,79";"0,447";"0,33";10;10;22;50
1008;DEATH;KilledByTarget;3;140;"-131,73";"0,4467";"0,29";12;9;15;30
1009;WIN;None;3;105;"170,92";"0,4463";"0,31";13;10;14;28
1010;WIN;None;3;57;"222,98";"0,446";"0,25";7;4;8;17
1011;WIN;None;3;63;"176,81";"0,4456";"0,33";10;6;6;12
1012;WIN;None;3;135;"142,67";"0,4452";"0,27";9;7;12;24
1013;WIN;None;3;150;"199,67";"0,4449";"0,34";10;8;20;38
1014;DEATH;KilledByTarget;3;138;"-132,19";"0,4445";"0,34";13;12;18;38
1015;DEATH;KilledByTarget;3;180;"-188,28";"0,4442";"0,32";10;8;27;53
1016;WIN;None;3;193;"140,56";"0,4438";"0,3";14;14;23;46
1017;WIN;None;3;200;"144,02";"0,4435";"0,31";15;15;28;59
1018;WIN;None;3;71;"187,3";"0,4431";"0,38";9;8;11;22
1019;DEATH;KilledByTarget;3;72;"-90,17";"0,4428";"0,29";13;9;8;17
1020;WIN;None;3;67;"235,43";"0,4424";"0,37";14;11;7;15
1021;WIN;None;3;24;"195,59";"0,442";"0,38";11;3;1;2
1022;DEATH;KilledByTarget;3;104;"-129,96";"0,4417";"0,37";10;10;15;29
1023;DEATH;Suicide;3;4;"-304,51";"0,4413";"0,25";16;0;1;2
1024;DEATH;KilledByTarget;3;125;"-112,58";"0,441";"0,32";15;10;12;26
1025;WIN;None;3;171;"152,25";"0,4406";"0,39";14;13;22;44
1026;WIN;None;3;120;"184,52";"0,4403";"0,33";10;10;13;26
1027;DEATH;KilledByTarget;3;99;"-90,71";"0,4399";"0,29";11;10;13;28
1028;WIN;None;3;223;"149,86";"0,4396";"0,32";15;15;31;60
1029;DEATH;KilledByTarget;3;212;"-171,32";"0,4392";"0,35";13;12;22;46
1030;WIN;None;3;278;"154,51";"0,4389";"0,26";13;12;51;107
1031;WIN;None;3;106;"160,1";"0,4385";"0,28";13;9;13;26
1032;WIN;None;3;132;"245,08";"0,4382";"0,26";11;9;14;28
1033;WIN;None;3;146;"147,7";"0,4378";"0,31";9;7;17;34
1034;DEATH;KilledByTarget;3;37;"-80,02";"0,4375";"0,32";13;4;7;14
1035;WIN;None;3;73;"218,26";"0,4371";"0,22";11;6;13;24
1036;WIN;None;3;358;"16,01";"0,4368";"0,24";15;15;61;122
1037;WIN;None;3;235;"149,37";"0,4364";"0,32";10;10;34;72
1038;DEATH;KilledByTarget;3;103;"-117,49";"0,4361";"0,34";10;9;8;18
1039;WIN;None;3;100;"219,07";"0,4357";"0,33";11;6;11;22
1040;DEATH;KilledByTarget;3;215;"-140,18";"0,4354";"0,34";12;12;19;45
1041;DEATH;KilledByTarget;3;144;"-99,41";"0,435";"0,37";15;14;14;33
1042;WIN;None;3;54;"222,24";"0,4347";"0,26";13;8;8;16
1043;DEATH;KilledByTarget;3;28;"-92,69";"0,4343";"0,43";8;4;2;5
1044;DEATH;Suicide;3;6;"-304,85";"0,434";"0,5";11;0;1;2
1045;DEATH;KilledByTarget;3;135;"-142,03";"0,4336";"0,35";10;10;13;24
1046;WIN;None;3;360;"116,67";"0,4333";"0,28";15;15;49;100
1047;DEATH;KilledByTarget;3;132;"-134,77";"0,4329";"0,36";14;12;10;21
1048;WIN;None;3;276;"125,5";"0,4326";"0,33";9;9;28;54
1049;DEATH;KilledByTarget;3;188;"-126,24";"0,4323";"0,34";12;11;13;28
1050;WIN;None;3;136;"218,35";"0,4319";"0,33";15;14;13;27
1051;WIN;None;3;115;"229,42";"0,4316";"0,34";10;8;15;29
1052;WIN;None;3;255;"174,42";"0,4312";"0,35";13;13;29;58
1053;WIN;None;3;176;"257,05";"0,4309";"0,35";9;9;22;47
1054;DEATH;KilledByTarget;3;40;"-102,78";"0,4305";"0,35";11;4;4;9
1055;WIN;None;3;114;"183,39";"0,4302";"0,29";9;9;16;32
1056;WIN;None;3;56;"232,05";"0,4298";"0,3";10;7;7;16
1057;WIN;None;3;103;"245,06";"0,4295";"0,36";14;10;12;22
1058;WIN;None;3;326;"227,15";"0,4291";"0,33";13;13;31;66
1059;WIN;None;3;93;"204,46";"0,4288";"0,37";9;9;9;18
1060;DEATH;KilledByTarget;3;114;"-123,71";"0,4285";"0,32";14;13;10;21
1061;WIN;None;3;64;"184,39";"0,4281";"0,38";10;7;7;14
1062;DEATH;KilledByTarget;3;186;"-100,85";"0,4278";"0,32";13;13;19;38
1063;DEATH;KilledByTarget;3;213;"-177,74";"0,4274";"0,31";10;10;26;51
1064;DEATH;KilledByTarget;3;99;"-137,41";"0,4271";"0,39";11;7;12;24
1065;WIN;None;3;210;"179,17";"0,4268";"0,3";15;14;33;67
1066;DEATH;Suicide;3;4;"-304,51";"0,4264";"0,25";11;0;1;2
1067;DEATH;KilledByTarget;3;72;"-118,82";"0,4261";"0,38";11;9;11;22
1068;WIN;None;3;23;"212,26";"0,4257";"0,3";9;3;2;4
1069;WIN;None;3;162;"122,08";"0,4254";"0,23";9;8;33;67
1070;WIN;None;3;104;"178,59";"0,425";"0,27";7;7;21;42
1071;DEATH;KilledByTarget;3;80;"-56,83";"0,4247";"0,31";11;10;9;18
1072;WIN;None;3;126;"303,3";"0,4244";"0,29";12;11;11;22
1073;DEATH;KilledByTarget;3;99;"-94,31";"0,424";"0,33";9;8;10;21
1074;DEATH;Suicide;3;13;"-307,89";"0,4237";"0,38";12;1;1;2
1075;DEATH;KilledByTarget;3;87;"-117,42";"0,4233";"0,32";10;8;12;24
1076;WIN;None;3;97;"172,93";"0,423";"0,41";11;9;9;19
1077;WIN;None;3;216;"172,75";"0,4227";"0,38";13;13;22;46
1078;DEATH;KilledByTarget;3;100;"-94,93";"0,4223";"0,31";10;7;13;25
1079;WIN;None;3;88;"210,56";"0,422";"0,3";9;7;8;17
1080;DEATH;KilledByTarget;3;89;"-117,61";"0,4217";"0,29";8;7;16;31
1081;DEATH;KilledByTarget;3;325;"-210,43";"0,4213";"0,34";14;14;38;77
1082;WIN;None;3;251;"207,95";"0,421";"0,24";12;12;35;68
1083;WIN;None;3;149;"189,29";"0,4206";"0,3";11;9;15;31
1084;DEATH;KilledByTarget;3;98;"-118,79";"0,4203";"0,3";11;10;13;26
1085;WIN;None;3;79;"239,19";"0,42";"0,37";14;11;9;16
1086;DEATH;KilledByTarget;3;125;"-101,83";"0,4196";"0,3";9;9;16;35
1087;DEATH;KilledByTarget;3;51;"-86,8";"0,4193";"0,43";13;9;7;12
1088;WIN;None;3;232;"119,93";"0,419";"0,31";7;7;20;43
1089;WIN;None;3;28;"212,31";"0,4186";"0,25";9;1;5;10
1090;WIN;None;3;139;"185,29";"0,4183";"0,35";11;8;14;30
1091;DEATH;KilledByTarget;3;154;"-122,81";"0,418";"0,32";14;14;16;35
1092;WIN;None;3;287;"150,28";"0,4176";"0,33";9;9;32;65
1093;DEATH;Suicide;3;18;"-308,79";"0,4173";"0,33";15;1;2;2
1094;WIN;None;3;235;"100,62";"0,417";"0,32";7;7;27;55
1095;WIN;None;3;136;"187,2";"0,4166";"0,29";12;11;20;40
1096;WIN;None;3;205;"127,57";"0,4163";"0,37";13;12;23;44
1097;WIN;None;3;175;"173,42";"0,416";"0,35";17;15;21;42
1098;DEATH;KilledByTarget;3;283;"-172,69";"0,4156";"0,28";9;9;36;72
1099;DEATH;KilledByTarget;3;34;"-98,61";"0,4153";"0,32";11;4;4;9
1100;WIN;None;3;118;"211,01";"0,415";"0,44";13;8;5;10
1101;DEATH;KilledByTarget;3;63;"-109,94";"0,4146";"0,32";9;4;5;11
1102;DEATH;KilledByTarget;3;33;"-101,54";"0,4143";"0,24";10;6;4;10
1103;WIN;None;3;43;"214,76";"0,414";"0,23";9;2;6;10
1104;WIN;None;3;256;"144,55";"0,4136";"0,35";12;11;25;54
1105;WIN;None;3;173;"140,46";"0,4133";"0,32";9;9;16;34
1106;DEATH;KilledByTarget;3;125;"-101,63";"0,413";"0,26";14;8;15;32
1107;WIN;None;3;112;"207,68";"0,4126";"0,3";9;6;9;20
1108;WIN;None;3;123;"159,61";"0,4123";"0,3";11;9;10;18
1109;DEATH;KilledByTarget;3;188;"-130,84";"0,412";"0,35";13;13;21;42
1110;DEATH;KilledByTarget;3;109;"-129,61";"0,4117";"0,32";11;8;7;15
1111;WIN;None;3;321;"46,55";"0,4113";"0,35";11;11;36;73
1112;DEATH;Suicide;3;4;"-304,51";"0,411";"0,5";13;0;2;2
1113;WIN;None;3;115;"186,22";"0,4107";"0,37";6;6;6;13
1114;DEATH;KilledByTarget;3;250;"-139,63";"0,4103";"0,29";11;10;21;46
1115;WIN;None;3;118;"169,36";"0,41";"0,28";12;9;13;26
1116;WIN;None;3;62;"214,18";"0,4097";"0,26";11;6;7;15
1117;WIN;None;3;67;"202,53";"0,4094";"0,33";14;7;7;14
1118;WIN;None;3;133;"208,36";"0,409";"0,32";10;8;17;33
1119;WIN;None;3;36;"200,25";"0,4087";"0,33";11;5;4;8
1120;WIN;None;3;79;"201,19";"0,4084";"0,35";9;4;7;15
1121;WIN;None;3;216;"179,8";"0,408";"0,35";13;12;18;38
1122;WIN;None;3;111;"214,55";"0,4077";"0,33";15;10;10;20
1123;DEATH;KilledByTarget;3;67;"-94,37";"0,4074";"0,37";11;7;4;9
1124;WIN;None;3;209;"188,24";"0,4071";"0,34";12;11;18;37
1125;WIN;None;3;100;"206,42";"0,4067";"0,33";14;12;11;20
1126;DEATH;KilledByTarget;3;50;"-119,18";"0,4064";"0,32";8;2;6;12
1127;WIN;None;3;31;"188,85";"0,4061";"0,35";7;1;3;4
1128;WIN;None;3;92;"188,83";"0,4058";"0,36";11;10;7;16
1129;WIN;None;3;141;"148,15";"0,4054";"0,33";10;8;10;20
1130;DEATH;KilledByTarget;3;190;"-173,33";"0,4051";"0,31";10;10;16;31
1131;DEATH;KilledByTarget;3;140;"-153,03";"0,4048";"0,36";9;9;15;28
1132;DEATH;KilledByTarget;3;306;"-206,05";"0,4045";"0,33";12;12;25;53
1133;WIN;None;3;138;"217,31";"0,4041";"0,25";9;9;19;36
1134;DEATH;Suicide;3;5;"-304,73";"0,4038";"0,6";14;0;1;2
1135;WIN;None;3;153;"177,36";"0,4035";"0,3";13;13;11;22
1136;WIN;None;3;48;"216,26";"0,4032";"0,31";10;6;7;14
1137;WIN;None;3;124;"211,59";"0,4029";"0,37";11;8;11;22
1138;WIN;None;3;97;"245,43";"0,4025";"0,28";14;10;14;28
1139;DEATH;KilledByTarget;3;109;"-87,66";"0,4022";"0,25";14;9;9;21
1140;WIN;None;3;129;"230,54";"0,4019";"0,32";16;12;15;32
1141;DEATH;KilledByTarget;3;34;"-101,11";"0,4016";"0,26";8;3;2;2
1142;WIN;None;3;106;"197,1";"0,4012";"0,38";11;8;11;27
1143;WIN;None;3;27;"239,38";"0,4009";"0,19";11;5;4;8
1144;WIN;None;3;95;"226,82";"0,4006";"0,29";10;9;12;22
1145;DEATH;KilledByTarget;3;53;"-110,09";"0,4003";"0,43";12;7;4;10
1146;DEATH;Suicide;3;6;"-304,95";"0,4";"0,33";11;0;1;2
1147;DEATH;KilledByTarget;3;121;"-96,3";"0,3996";"0,31";13;13;11;21
1148;DEATH;KilledByTarget;3;173;"-114,19";"0,3993";"0,39";9;9;11;24
1149;DEATH;KilledByTarget;3;66;"-119,75";"0,399";"0,27";10;7;4;9
1150;WIN;None;3;159;"232,09";"0,3987";"0,3";10;9;13;28
1151;DEATH;KilledByTarget;3;56;"-99,55";"0,3984";"0,25";14;11;8;17
1152;WIN;None;3;503;"16,61";"0,398";"0,32";12;12;43;93
1153;WIN;None;3;165;"258,27";"0,3977";"0,35";16;14;17;34
1154;WIN;None;3;45;"221,97";"0,3974";"0,33";8;6;5;10
1155;WIN;None;3;277;"184,73";"0,3971";"0,32";9;9;25;56
1156;DEATH;Suicide;3;4;"-304,51";"0,3968";"0,25";14;0;1;2
1157;DEATH;KilledByTarget;3;181;"-162,65";"0,3965";"0,35";12;7;14;29
1158;WIN;None;3;343;"91,91";"0,3961";"0,34";12;12;35;70
1159;WIN;None;3;305;"129,37";"0,3958";"0,37";10;10;30;60
1160;WIN;None;3;78;"201,36";"0,3955";"0,33";12;11;9;18
1161;WIN;None;3;165;"234,92";"0,3952";"0,27";15;14;15;33
1162;DEATH;KilledByTarget;3;89;"-110,36";"0,3949";"0,33";11;5;8;15
1163;WIN;None;3;50;"206,72";"0,3946";"0,38";14;6;7;13
1164;WIN;None;3;127;"151,28";"0,3942";"0,28";8;8;16;34
1165;DEATH;KilledByTarget;3;40;"-86,93";"0,3939";"0,35";15;8;4;8
1166;WIN;None;3;123;"229,06";"0,3936";"0,34";11;10;11;22
1167;WIN;None;3;138;"229,46";"0,3933";"0,29";9;8;15;33
1168;WIN;None;3;75;"233,82";"0,393";"0,32";13;11;10;20
1169;WIN;None;3;32;"222,28";"0,3927";"0,34";11;5;5;8
1170;DEATH;KilledByTarget;3;113;"-103,04";"0,3924";"0,34";13;11;12;22
1171;WIN;None;3;90;"269,47";"0,392";"0,34";10;10;10;20
1172;WIN;None;3;88;"245,36";"0,3917";"0,33";13;9;12;24
1173;WIN;None;3;89;"210,09";"0,3914";"0,28";14;11;12;24
1174;DEATH;KilledByTarget;3;70;"-129,08";"0,3911";"0,36";10;6;6;12
1175;DEATH;Suicide;3;4;"-304,51";"0,3908";"0,5";9;0;1;2
1176;WIN;None;3;44;"232,74";"0,3905";"0,25";11;5;5;10
1177;WIN;None;3;45;"198,42";"0,3902";"0,24";14;7;6;12
1178;WIN;None;3;180;"213,87";"0,3899";"0,35";18;15;20;40
1179;WIN;None;3;46;"219,3";"0,3895";"0,3";12;7;5;10
1180;WIN;None;3;97;"206,93";"0,3892";"0,26";11;10;9;19
1181;WIN;None;3;80;"206,17";"0,3889";"0,35";10;8;12;24
1182;WIN;None;3;89;"215,64";"0,3886";"0,27";12;8;10;18
1183;WIN;None;3;59;"243,24";"0,3883";"0,29";11;8;8;16
1184;WIN;None;3;57;"190,13";"0,388";"0,33";13;6;6;12
1185;WIN;None;3;53;"237,26";"0,3877";"0,26";15;10;7;14
1186;DEATH;KilledByTarget;3;40;"-89,18";"0,3874";"0,3";14;5;3;8
1187;DEATH;KilledByTarget;3;98;"-70,99";"0,3871";"0,28";11;8;11;24
1188;WIN;None;3;112;"223,78";"0,3867";"0,31";15;14;14;29
1189;WIN;None;3;77;"220,33";"0,3864";"0,32";9;5;6;12
1190;WIN;None;3;203;"237,76";"0,3861";"0,32";12;12;20;41
1191;WIN;None;3;103;"261,76";"0,3858";"0,31";12;11;15;30
1192;WIN;None;3;75;"227,42";"0,3855";"0,4";15;9;10;22
1193;WIN;None;3;71;"248,45";"0,3852";"0,31";16;14;10;18
1194;DEATH;KilledByTarget;3;87;"-114,32";"0,3849";"0,34";12;8;7;12
1195;WIN;None;3;116;"173,8";"0,3846";"0,35";9;8;10;22
1196;WIN;None;3;204;"237,84";"0,3843";"0,27";10;9;19;44
1197;DEATH;KilledByTarget;3;94;"-97,96";"0,384";"0,35";11;7;4;10
1198;DEATH;KilledByTarget;3;38;"-96,24";"0,3837";"0,24";14;5;4;9
1199;WIN;None;3;146;"189,95";"0,3834";"0,28";10;10;15;33
1200;WIN;None;3;162;"163,33";"0,383";"0,25";11;11;14;28
1201;WIN;None;3;68;"226,26";"0,3827";"0,37";12;8;9;18
1202;DEATH;KilledByTarget;3;227;"-154,37";"0,3824";"0,32";11;11;19;39
1203;WIN;None;3;141;"199,75";"0,3821";"0,29";14;13;15;30
1204;WIN;None;3;103;"200,31";"0,3818";"0,33";11;9;9;18
1205;DEATH;KilledByTarget;3;109;"-92,76";"0,3815";"0,29";16;13;10;21
1206;DEATH;KilledByTarget;3;202;"-15,52";"0,3812";"0,28";16;16;21;44
1207;WIN;None;3;117;"212,73";"0,3809";"0,24";9;9;12;24
1208;WIN;None;3;10;"218,47";"0,3806";"0,3";5;0;1;2
1209;WIN;None;3;76;"204,1";"0,3803";"0,26";14;11;10;20
1210;WIN;None;3;116;"229,2";"0,38";"0,27";11;9;7;14
1211;WIN;None;3;286;"149,9";"0,3797";"0,32";12;12;26;51
1212;WIN;None;3;150;"206,47";"0,3794";"0,23";14;14;18;36
1213;DEATH;KilledByTarget;3;77;"-96,72";"0,3791";"0,36";14;10;7;15
1214;WIN;None;3;87;"221,03";"0,3788";"0,36";13;11;8;16
1215;WIN;None;3;71;"207,3";"0,3785";"0,34";8;5;6;12
1216;WIN;None;3;206;"174,2";"0,3782";"0,36";12;12;14;32
1217;WIN;None;3;46;"238,15";"0,3779";"0,28";8;4;3;6
1218;DEATH;KilledByTarget;3;182;"-139,32";"0,3776";"0,28";10;10;20;41
1219;WIN;None;3;56;"229,9";"0,3773";"0,2";10;6;5;10
1220;WIN;None;3;61;"191,45";"0,377";"0,26";8;8;9;18
1221;WIN;None;3;78;"238,46";"0,3767";"0,29";11;8;8;16
1222;DEATH;KilledByTarget;3;118;"-70,69";"0,3764";"0,25";14;13;13;25
1223;WIN;None;3;116;"242,25";"0,3761";"0,3";7;7;10;20
1224;WIN;None;3;97;"172,73";"0,3758";"0,35";13;7;11;22
1225;WIN;None;3;16;"203,4";"0,3755";"0,19";8;2;1;2
1226;DEATH;KilledByTarget;3;115;"-83,28";"0,3752";"0,31";11;10;11;29
1227;DEATH;KilledByTarget;3;80;"-93,98";"0,3749";"0,34";11;8;5;12
1228;WIN;None;3;98;"233,91";"0,3746";"0,32";11;10;9;18
1229;DEATH;KilledByTarget;3;152;"-102,32";"0,3743";"0,32";13;12;17;36
1230;WIN;None;3;130;"202,27";"0,374";"0,32";10;6;11;24
1231;WIN;None;3;24;"193,64";"0,3737";"0,25";5;2;4;8
1232;WIN;None;3;46;"232,15";"0,3734";"0,28";11;6;5;10
1233;WIN;None;3;112;"238,18";"0,3731";"0,34";14;11;12;24
1234;WIN;None;3;221;"175,3";"0,3728";"0,3";10;9;22;43
1235;DEATH;KilledByTarget;3;69;"-83,66";"0,3725";"0,25";9;9;10;19
1236;DEATH;KilledByTarget;3;77;"-96,62";"0,3722";"0,34";9;9;7;14
1237;WIN;None;3;48;"232,11";"0,3719";"0,27";14;8;7;16
1238;DEATH;KilledByTarget;3;162;"-123,52";"0,3716";"0,27";12;11;15;33
1239;WIN;None;3;41;"226,6";"0,3713";"0,41";11;4;5;10
1240;WIN;None;3;112;"233,83";"0,371";"0,31";11;11;17;33
1241;DEATH;KilledByTarget;3;115;"-123,73";"0,3707";"0,3";11;10;13;29
1242;WIN;None;3;91;"252,75";"0,3704";"0,32";10;9;7;14
1243;WIN;None;3;82;"218,73";"0,3701";"0,28";13;9;5;12
1244;DEATH;KilledByTarget;3;180;"-121,38";"0,3698";"0,3";16;15;17;35
1245;DEATH;KilledByTarget;3;148;"-87,34";"0,3695";"0,32";11;9;16;36
1246;WIN;None;3;121;"211,15";"0,3692";"0,31";11;10;10;20
1247;DEATH;Suicide;3;4;"-304,51";"0,3689";"0,5";8;0;1;2
1248;WIN;None;3;76;"200,05";"0,3686";"0,28";9;8;11;20
1249;DEATH;KilledByTarget;3;59;"-112,61";"0,3683";"0,36";12;8;7;12
1250;WIN;None;3;302;"148,53";"0,368";"0,3";12;12;30;64
1251;WIN;None;3;82;"182,68";"0,3677";"0,3";10;7;10;22
1252;WIN;None;3;217;"162,53";"0,3674";"0,28";11;11;22;44
1253;WIN;None;3;56;"227,45";"0,3671";"0,21";12;6;4;8
1254;DEATH;KilledByTarget;3;59;"-87,51";"0,3668";"0,32";10;7;7;14
1255;DEATH;KilledByTarget;3;136;"-89,45";"0,3666";"0,24";13;13;17;32
1256;WIN;None;3;150;"224,27";"0,3663";"0,35";12;12;10;20
