Episode;Steps;TotalReward;Epsilon
1042;54;243,32;0,4824
1043;5;-202,94;0,4821
1044;32;241,04;0,4817
1045;60;234,96;0,4814
1046;600;178,60;0,4811
1047;600;88,30;0,4807
1048;96;224,30;0,4804
1049;600;52,50;0,4801
1050;600;93,85;0,4797
1051;600;88,30;0,4794
1052;134;241,12;0,4790
1053;600;198,75;0,4787
1054;600;74,80;0,4784
1055;600;241,10;0,4780
1056;600;146,95;0,4777
1057;600;46,35;0,4774
1058;600;177,70;0,4770
1059;600;185,75;0,4767
1060;117;279,04;0,4764
1061;600;193,35;0,4760
1062;40;223,51;0,4757
1063;600;281,50;0,4754
1064;46;230,40;0,4750
1065;164;230,47;0,4747
1066;600;79,35;0,4744
1067;600;3,60;0,4740
1068;127;259,74;0,4737
1069;128;206,68;0,4734
1070;600;29,85;0,4730
1071;600;111,15;0,4727
1072;600;71,45;0,4724
1073;600;32,90;0,4721
1074;150;213,46;0,4717
1075;160;323,36;0,4714
1076;574;343,57;0,4711
1077;526;228,20;0,4707
1078;4;-202,43;0,4704
1079;158;224,13;0,4701
1080;600;133,25;0,4697
1081;137;262,44;0,4694
1082;600;54,95;0,4691
1083;600;118,90;0,4688
1084;600;28,55;0,4684
1085;600;8,95;0,4681
1086;390;254,56;0,4678
1087;600;128,15;0,4674
1088;600;58,25;0,4671
1089;178;290,53;0,4668
1090;314;170,67;0,4665
1091;138;208,68;0,4661
1092;123;303,08;0,4658
1093;600;121,45;0,4655
1094;234;282,02;0,4652
1095;600;18,95;0,4648
1096;600;70,35;0,4645
1097;600;136,40;0,4642
1098;138;267,23;0,4639
1099;60;237,66;0,4635
1100;280;225,16;0,4632
1101;600;-55,25;0,4629
1102;4;-202,43;0,4626
1103;600;91,15;0,4622
1104;600;202,55;0,4619
1105;141;227,10;0,4616
1106;600;132,90;0,4613
1107;600;119,70;0,4609
1108;600;105,75;0,4606
1109;222;240,44;0,4603
1110;15;226,26;0,4600
1111;600;255,55;0,4597
1112;600;111,60;0,4593
1113;600;104,60;0,4590
1114;600;140,80;0,4587
1115;600;118,95;0,4584
1116;4;-202,43;0,4581
1117;600;73,35;0,4577
1118;600;71,95;0,4574
1119;48;244,78;0,4571
1120;600;297,00;0,4568
1121;600;253,15;0,4565
1122;346;260,20;0,4561
1123;246;300,60;0,4558
1124;168;222,28;0,4555
1125;600;179,40;0,4552
1126;288;306,18;0,4549
1127;600;196,00;0,4545
1128;600;100,50;0,4542
1129;314;261,32;0,4539
1130;600;243,35;0,4536
1131;600;202,55;0,4533
1132;600;210,65;0,4529
1133;600;117,60;0,4526
1134;600;28,75;0,4523
1135;116;238,00;0,4520
1136;600;168,35;0,4517
1137;370;191,26;0,4514
1138;76;254,70;0,4511
1139;600;208,80;0,4507
1140;600;222,20;0,4504
1141;600;97,60;0,4501
1142;600;216,45;0,4498
1143;462;379,74;0,4495
1144;70;219,86;0,4492
1145;166;273,10;0,4488
1146;600;78,05;0,4485
1147;600;237,85;0,4482
1148;600;163,15;0,4479
1149;162;238,14;0,4476
1150;282;205,24;0,4473
1151;496;168,00;0,4470
1152;600;338,80;0,4467
1153;151;244,40;0,4463
1154;218;250,23;0,4460
1155;246;207,30;0,4457
1156;156;222,60;0,4454
1157;308;282,23;0,4451
1158;600;68,75;0,4448
1159;600;157,05;0,4445
1160;600;278,35;0,4442
1161;600;80,20;0,4438
1162;148;324,48;0,4435
1163;90;226,36;0,4432
1164;571;551,60;0,4429
1165;366;349,00;0,4426
1166;190;367,86;0,4423
1167;148;278,88;0,4420
1168;600;250,50;0,4417
1169;600;261,85;0,4414
1170;600;281,10;0,4411
1171;600;-79,95;0,4407
1172;600;111,75;0,4404
1173;97;270,94;0,4401
1174;600;149,50;0,4398
1175;4;-202,43;0,4395
1176;600;215,75;0,4392
1177;4;-202,43;0,4389
1178;600;184,30;0,4386
1179;600;117,70;0,4383
1180;600;157,75;0,4380
1181;600;-34,45;0,4377
1182;600;53,25;0,4374
1183;600;6,00;0,4371
1184;600;110,10;0,4368
1185;87;232,74;0,4364
1186;600;143,60;0,4361
1187;600;142,25;0,4358
1188;600;159,90;0,4355
1189;600;217,40;0,4352
1190;60;253,11;0,4349
1191;171;331,20;0,4346
1192;168;219,18;0,4343
1193;600;179,25;0,4340
1194;432;293,69;0,4337
1195;600;212,60;0,4334
1196;308;201,08;0,4331
1197;100;238,76;0,4328
1198;210;245,96;0,4325
1199;58;234,28;0,4322
1200;600;231,40;0,4319
1201;292;307,84;0,4316
1202;258;256,08;0,4313
1203;600;285,15;0,4310
1204;600;243,55;0,4307
1205;2;-200,06;0,4304
1206;76;244,80;0,4301
1207;42;234,24;0,4298
1208;314;266,27;0,4295
1209;600;213,15;0,4292
1210;76;237,10;0,4289
1211;74;243,62;0,4286
1212;600;299,45;0,4283
1213;79;232,97;0,4280
1214;600;99,00;0,4277
1215;600;186,15;0,4274
1216;600;213,75;0,4271
1217;5;-202,94;0,4268
1218;600;157,35;0,4265
1219;600;217,35;0,4262
1220;334;281,32;0,4259
1221;61;248,20;0,4256
1222;600;68,00;0,4253
1223;364;314,22;0,4250
1224;600;100,10;0,4247
1225;600;213,35;0,4244
1226;198;274,28;0,4241
1227;362;335,14;0,4238
1228;110;235,16;0,4235
1229;92;236,99;0,4232
1230;600;78,50;0,4229
1231;600;132,55;0,4226
1232;600;129,20;0,4223
1233;138;240,33;0,4220
1234;4;-202,43;0,4217
1235;244;263,22;0,4214
1236;600;224,45;0,4211
1237;600;161,05;0,4208
1238;600;245,90;0,4205
1239;600;216,95;0,4203
1240;600;313,00;0,4200
1241;600;337,95;0,4197
1242;600;344,90;0,4194
1243;102;274,24;0,4191
1244;38;245,38;0,4188
1245;192;244,64;0,4185
1246;600;256,50;0,4182
1247;600;254,75;0,4179
1248;200;359,76;0,4176
1249;600;411,50;0,4173
1250;178;256,88;0,4170
1251;600;287,90;0,4167
1252;600;265,30;0,4164
1253;600;280,25;0,4162
1254;220;362,41;0,4159
1255;600;311,35;0,4156
1256;600;406,15;0,4153
1257;58;265,03;0,4150
1258;600;69,25;0,4147
1259;86;251,10;0,4144
1260;600;237,10;0,4141
1261;99;226,92;0,4138
1262;80;288,31;0,4135
1263;600;309,95;0,4132
1264;250;294,96;0,4130
1265;198;339,53;0,4127
1266;87;294,04;0,4124
1267;116;288,70;0,4121
1268;600;614,05;0,4118
1269;117;282,04;0,4115
1270;600;516,10;0,4112
1271;30;241,01;0,4109
1272;4;-202,43;0,4107
1273;4;-202,43;0,4104
1274;600;174,30;0,4101
1275;600;130,55;0,4098
1276;600;117,90;0,4095
1277;202;317,04;0,4092
1278;234;368,87;0,4089
1279;600;263,40;0,4086
1280;600;62,35;0,4084
1281;600;187,60;0,4081
1282;600;247,60;0,4078
1283;600;217,25;0,4075
1284;600;121,50;0,4072
1285;600;233,35;0,4069
1286;600;328,50;0,4066
1287;96;293,75;0,4064
1288;600;89,25;0,4061
1289;600;90,30;0,4058
1290;600;65,10;0,4055
1291;600;206,15;0,4052
1292;208;315,28;0,4049
1293;4;-202,43;0,4047
1294;276;440,30;0,4044
1295;600;235,35;0,4041
1296;600;295,75;0,4038
1297;600;346,30;0,4035
1298;192;268,24;0,4032
1299;112;284,84;0,4030
1300;27;220,89;0,4027
1301;60;242,31;0,4024
1302;70;-179,24;0,4021
1303;124;-124,83;0,4018
1304;98;-180,27;0,4016
1305;86;224,85;0,4013
1306;50;-190,29;0,4010
1307;57;225,39;0,4007
1308;95;179,41;0,4004
1309;48;-199,87;0,4001
1310;72;179,04;0,3999
1311;62;-207,31;0,3996
1312;25;219,56;0,3993
1313;310;-221,54;0,3990
1314;48;-184,92;0,3988
1315;230;-179,99;0,3985
1316;137;-178,31;0,3982
1317;192;-228,11;0,3979
1318;258;-226,07;0,3976
1319;14;-203,93;0,3974
1320;65;240,41;0,3971
1321;53;-186,12;0,3968
1322;378;-257,92;0,3965
1323;318;-263,37;0,3962
1324;165;-235,59;0,3960
1325;187;194,89;0,3957
1326;140;175,76;0,3954
1327;6;-202,55;0,3951
1328;119;208,17;0,3949
1329;56;238,10;0,3946
1330;143;-184,92;0,3943
1331;248;-194,57;0,3940
1332;75;224,46;0,3938
1333;266;211,10;0,3935
1334;416;-267,75;0,3932
1335;82;224,54;0,3929
1336;111;-205,20;0,3927
1337;184;202,07;0,3924
1338;48;-202,27;0,3921
1339;92;-187,66;0,3918
1340;34;206,47;0,3916
1341;73;197,13;0,3913
1342;590;100,66;0,3910
1343;4;-202,43;0,3907
1344;63;-201,67;0,3905
1345;248;146,48;0,3902
1346;160;160,26;0,3899
1347;107;-194,86;0,3896
1348;438;89,88;0,3894
1349;275;-262,04;0,3891
1350;79;220,77;0,3888
1351;175;-241,74;0,3886
1352;519;-358,38;0,3883
1353;92;-206,86;0,3880
1354;600;-119,30;0,3877
1355;208;192,38;0,3875
1356;600;-148,70;0,3872
1357;600;-152,60;0,3869
1358;137;-223,56;0,3867
1359;600;-164,15;0,3864
1360;104;-217,53;0,3861
1361;13;-203,42;0,3858
1362;234;146,52;0,3856
1363;266;162,40;0,3853
1364;151;159,15;0,3850
1365;5;-202,94;0,3848
1366;290;156,06;0,3845
1367;94;-207,58;0,3842
1368;105;196,66;0,3840
1369;101;189,60;0,3837
1370;5;-202,94;0,3834
1371;600;-175,50;0,3831
1372;337;134,19;0,3829
1373;200;-246,59;0,3826
1374;232;157,34;0,3823
1375;234;-226,43;0,3821
1376;4;-202,43;0,3818
1377;256;140,55;0,3815
1378;241;-257,45;0,3813
1379;97;219,99;0,3810
1380;4;-202,43;0,3807
1381;246;199,45;0,3805
1382;208;-215,02;0,3802
1383;216;171,35;0,3799
1384;4;-202,43;0,3797
1385;444;126,82;0,3794
1386;2;-200,06;0,3791
1387;202;-238,56;0,3789
1388;382;154,79;0,3786
1389;80;-191,44;0,3783
1390;59;207,37;0,3781
1391;4;-202,43;0,3778
1392;249;187,12;0,3776
1393;600;-143,65;0,3773
1394;83;233,53;0,3770
1395;89;-192,68;0,3768
1396;165;164,31;0,3765
1397;600;-166,75;0,3762
1398;187;186,99;0,3760
1399;327;118,64;0,3757
1400;257;-255,56;0,3754
1401;116;205,60;0,3752
1402;339;169,97;0,3749
1403;194;-241,93;0,3747
1404;149;233,87;0,3744
1405;600;-181,00;0,3741
1406;132;201,69;0,3739
1407;268;-221,27;0,3736
1408;88;220,03;0,3733
1409;116;-193,00;0,3731
1410;139;-212,78;0,3728
1411;173;-213,37;0,3726
1412;332;-255,81;0,3723
1413;548;-326,42;0,3720
1414;100;192,06;0,3718
1415;28;221,73;0,3715
1416;123;203,23;0,3713
1417;440;-295,09;0,3710
1418;40;213,21;0,3707
1419;43;-205,77;0,3705
1420;152;-198,96;0,3702
1421;487;33,09;0,3700
1422;2;-200,51;0,3697
1423;512;59,24;0,3694
1424;270;-246,24;0,3692
1425;293;-279,97;0,3689
1426;49;-200,53;0,3687
1427;600;-191,60;0,3684
1428;39;-207,68;0,3682
1429;319;180,12;0,3679
1430;173;189,28;0,3676
1431;600;-114,60;0,3674
1432;218;199,28;0,3671
1433;600;-162,95;0,3669
1434;600;-141,05;0,3666
1435;590;-321,69;0,3664
1436;224;-246,18;0,3661
1437;123;-216,67;0,3658
1438;600;-142,90;0,3656
1439;231;162,10;0,3653
1440;193;-247,27;0,3651
1441;600;-130,95;0,3648
1442;600;-142,60;0,3646
1443;134;183,27;0,3643
1444;8;-204,57;0,3641
1445;229;-242,98;0,3638
1446;73;-220,77;0,3635
1447;121;-211,45;0,3633
1448;600;-176,80;0,3630
1449;137;-231,51;0,3628
1450;335;132,71;0,3625
1451;94;206,97;0,3623
1452;192;-214,01;0,3620
1453;321;-261,40;0,3618
1454;111;-205,10;0,3615
1455;325;141,61;0,3613
1456;568;-309,57;0,3610
1457;523;69,43;0,3608
1458;197;206,99;0,3605
1459;242;151,84;0,3603
1460;395;130,61;0,3600
1461;224;168,02;0,3597
1462;228;186,98;0,3595
1463;180;210,71;0,3592
1464;145;-198,59;0,3590
1465;141;-211,50;0,3587
1466;78;-231,77;0,3585
1467;300;-239,54;0,3582
1468;101;-200,90;0,3580
1469;413;-311,62;0,3577
1470;132;-213,46;0,3575
1471;74;221,02;0,3572
1472;289;-244,93;0,3570
1473;513;-282,02;0,3567
1474;369;-272,88;0,3565
1475;121;-215,45;0,3562
1476;598;-338,37;0,3560
1477;336;-274,85;0,3557
1478;140;218,96;0,3555
1479;140;-222,19;0,3552
1480;600;-195,60;0,3550
1481;47;-197,91;0,3547
1482;184;171,52;0,3545
1483;109;-209,08;0,3542
1484;55;-206,69;0,3540
1485;73;-201,12;0,3538
1486;157;198,74;0,3535
1487;319;-252,38;0,3533
1488;333;146,98;0,3530
1489;363;126,23;0,3528
1490;225;-243,29;0,3525
1491;29;-183,83;0,3523
1492;600;-134,50;0,3520
1493;12;-205,91;0,3518
1494;316;-278,95;0,3515
1495;75;-223,09;0,3513
1496;600;-160,30;0,3510
1497;11;-205,10;0,3508
1498;185;-249,54;0,3505
1499;7;-203,06;0,3503
1500;2;199,49;0,3501
1501;98;-199,32;0,3498
1502;146;196,55;0,3496
1503;292;-288,96;0,3493
1504;58;-207,02;0,3491
1505;600;-188,45;0,3488
1506;600;-165,25;0,3486
1507;314;-232,23;0,3483
1508;268;-206,47;0,3481
1509;68;-205,87;0,3479
1510;222;-232,81;0,3476
1511;600;-133,85;0,3474
1512;71;-212,60;0,3471
1513;600;-141,05;0,3469
1514;600;-182,25;0,3466
1515;139;-227,73;0,3464
1516;460;-320,09;0,3462
1517;21;-206,70;0,3459
1518;137;180,64;0,3457
1519;92;-187,61;0,3454
1520;445;-277,49;0,3452
1521;600;-144,10;0,3449
1522;318;-272,57;0,3447
1523;584;-299,33;0,3445
1524;79;-212,88;0,3442
1525;125;-229,94;0,3440
1526;163;-240,07;0,3437
1527;315;169,11;0,3435
1528;135;-196,74;0,3433
1529;346;96,30;0,3430
1530;447;87,29;0,3428
1531;160;-244,84;0,3425
1532;198;-217,17;0,3423
1533;210;-230,24;0,3421
1534;137;172,89;0,3418
1535;505;-323,94;0,3416
1536;76;-210,95;0,3413
1537;360;-261,09;0,3411
1538;196;-239,60;0,3409
1539;600;-171,10;0,3406
1540;151;-208,05;0,3404
1541;409;105,17;0,3401
1542;176;-249,85;0,3399
1543;468;-312,87;0,3397
1544;275;-254,59;0,3394
1545;600;-147,40;0,3392
1546;66;-216,25;0,3390
1547;206;165,60;0,3387
1548;476;-339,30;0,3385
1549;296;-245,15;0,3382
1550;18;-204,17;0,3380
1551;600;-132,30;0,3378
1552;239;-233,08;0,3375
1553;366;-244,65;0,3373
1554;600;-157,90;0,3371
1555;294;-268,23;0,3368
1556;600;-172,60;0,3366
1557;418;130,78;0,3364
1558;329;-295,98;0,3361
1559;383;-311,97;0,3359
1560;600;-118,20;0,3357
1561;4;-202,43;0,3354
1562;600;-137,55;0,3352
1563;4;-202,43;0,3349
1564;600;-114,80;0,3347
1565;449;102,77;0,3345
1566;157;-211,86;0,3342
1567;357;132,64;0,3340
1568;600;-143,30;0,3338
1569;600;-171,15;0,3335
1570;600;-165,15;0,3333
1571;600;-167,25;0,3331
1572;99;178,67;0,3328
1573;431;146,10;0,3326
1574;410;-303,24;0,3324
1575;565;-262,04;0,3321
1576;600;-159,25;0,3319
1577;515;-229,04;0,3317
1578;131;234,45;0,3314
1579;39;-205,88;0,3312
1580;478;103,98;0,3310
1581;4;-202,43;0,3308
1582;221;-256,70;0,3305
1583;442;-235,36;0,3303
1584;98;209,18;0,3301
1585;600;-187,05;0,3298
1586;28;-202,17;0,3296
1587;130;-224,09;0,3294
1588;50;-182,89;0,3291
1589;600;-185,45;0,3289
1590;391;-258,25;0,3287
1591;127;-198,56;0,3284
1592;600;-162,25;0,3282
1593;266;141,60;0,3280
1594;194;196,22;0,3278
1595;293;103,43;0,3275
1596;391;107,35;0,3273
1597;600;-206,80;0,3271
1598;153;214,73;0,3268
1599;96;-211,00;0,3266
1600;138;-221,57;0,3264
1601;146;-218,55;0,3262
1602;224;219,92;0,3259
1603;118;-215,12;0,3257
1604;307;148,59;0,3255
1605;78;207,83;0,3252
1606;163;-259,37;0,3250
1607;196;216,35;0,3248
1608;600;-286,00;0,3246
1609;550;-471,04;0,3243
1610;429;-366,18;0,3241
1611;276;157,25;0,3239
1612;59;196,42;0,3237
1613;4;-202,43;0,3234
1614;234;-260,68;0,3232
1615;490;14,51;0,3230
1616;291;-304,40;0,3227
1617;91;-222,35;0,3225
1618;398;-301,27;0,3223
1619;600;-274,40;0,3221
1620;330;88,21;0,3218
1621;4;-202,43;0,3216
1622;131;-230,60;0,3214
1623;11;-207,00;0,3212
1624;4;-202,43;0,3209
1625;214;-309,28;0,3207
1626;261;166,90;0,3205
1627;4;-202,43;0,3203
1628;4;-202,43;0,3200
1629;304;-294,93;0,3198
1630;600;-216,15;0,3196
1631;247;126,79;0,3194
1632;273;113,58;0,3191
1633;526;17,65;0,3189
1634;4;-202,43;0,3187
1635;96;-220,65;0,3185
1636;600;-316,85;0,3183
1637;600;-312,00;0,3180
1638;257;-273,96;0,3178
1639;193;138,13;0,3176
1640;423;89,18;0,3174
1641;98;-232,87;0,3171
1642;4;-202,43;0,3169
1643;374;-293,63;0,3167
1644;592;-362,46;0,3165
1645;10;-203,69;0,3163
1646;372;-301,76;0,3160
1647;205;163,66;0,3158
1648;67;-204,91;0,3156
1649;87;-200,46;0,3154
1650;153;177,43;0,3152
1651;101;-221,25;0,3149
1652;90;-214,39;0,3147
1653;206;221,80;0,3145
1654;282;159,84;0,3143
1655;149;223,72;0,3141
1656;37;-193,86;0,3138
1657;281;-261,45;0,3136
1658;98;-211,72;0,3134
1659;137;-209,51;0,3132
1660;222;-213,36;0,3130
1661;513;-310,97;0,3127
1662;284;-281,63;0,3125
1663;385;-336,49;0,3123
1664;374;88,57;0,3121
1665;600;-208,35;0,3119
1666;600;-239,20;0,3116
1667;7;-203,06;0,3114
1668;600;-210,90;0,3112
1669;216;-224,05;0,3110
1670;600;-164,70;0,3108
1671;600;-172,60;0,3106
1672;2;-200,51;0,3103
1673;60;-209,99;0,3101
1674;600;-204,70;0,3099
1675;369;33,97;0,3097
1676;83;-212,07;0,3095
1677;399;69,92;0,3092
1678;600;-151,70;0,3090
1679;179;-252,68;0,3088
1680;201;174,85;0,3086
1681;535;-18,59;0,3084
1682;600;-234,45;0,3082
1683;600;-160,75;0,3080
1684;50;191,06;0,3077
1685;600;-173,70;0,3075
1686;70;-198,44;0,3073
1687;110;-206,74;0,3071
1688;212;146,24;0,3069
1689;600;-254,70;0,3067
1690;600;-137,55;0,3064
1691;25;-205,94;0,3062
1692;168;179,93;0,3060
1693;227;-237,86;0,3058
1694;600;-191,30;0,3056
1695;407;-342,91;0,3054
1696;348;123,03;0,3052
1697;427;110,04;0,3049
1698;311;-290,30;0,3047
1699;367;111,49;0,3045
1700;391;-286,30;0,3043
1701;444;-279,73;0,3041
1702;600;-144,90;0,3039
1703;600;-118,85;0,3037
1704;292;-226,36;0,3035
1705;4;-202,43;0,3032
1706;385;-251,19;0,3030
1707;277;-251,16;0,3028
1708;600;-308,64;0,3026
1709;554;-278,63;0,3024
1710;265;-235,34;0,3022
1711;190;-229,99;0,3020
1712;68;-208,47;0,3018
1713;348;-272,07;0,3016
1714;353;-295,17;0,3013
1715;576;-324,20;0,3011
1716;223;186,13;0,3009
1717;556;-247,00;0,3007
1718;497;-276,26;0,3005
1719;600;-133,90;0,3003
1720;600;-61,05;0,3001
1721;157;-231,41;0,2999
1722;279;186,27;0,2997
1723;34;207,12;0,2994
1724;309;-241,08;0,2992
1725;88;192,18;0,2990
1726;422;-261,16;0,2988
1727;390;-263,29;0,2986
1728;214;-240,18;0,2984
1729;201;-212,70;0,2982
1730;492;-256,16;0,2980
1731;73;-184,22;0,2978
1732;18;-197,72;0,2976
1733;235;-215,29;0,2974
1734;21;206,95;0,2971
1735;393;-258,37;0,2969
1736;573;-314,97;0,2967
1737;216;-241,60;0,2965
1738;246;190,30;0,2963
1739;362;194,29;0,2961
1740;598;-315,72;0,2959
1741;409;151,52;0,2957
1742;488;-298,97;0,2955
1743;161;205,70;0,2953
1744;503;-273,12;0,2951
1745;124;-190,93;0,2949
1746;274;-248,38;0,2947
1747;600;-143,50;0,2945
1748;600;-90,00;0,2943
1749;600;-140,10;0,2940
1750;382;44,24;0,2938
1751;600;-248,10;0,2936
1752;600;-308,35;0,2934
1753;301;113,50;0,2932
1754;600;-281,00;0,2930
1755;114;-237,78;0,2928
1756;581;-33,50;0,2926
1757;600;-279,45;0,2924
1758;4;-202,43;0,2922
1759;428;-413,62;0,2920
1760;600;-235,45;0,2918
1761;600;-289,50;0,2916
1762;430;-325,29;0,2914
1763;161;144,65;0,2912
1764;592;-484,71;0,2910
1765;600;-203,00;0,2908
1766;322;-300,51;0,2906
1767;4;-202,43;0,2904
1768;600;-285,20;0,2902
1769;2;-200,51;0,2900
1770;515;-383,94;0,2898
1771;61;171,90;0,2895
1772;255;150,46;0,2893
1773;149;-246,18;0,2891
1774;600;-266,50;0,2889
1775;600;-278,50;0,2887
1776;600;-253,85;0,2885
1777;2;-200,06;0,2883
1778;482;-411,21;0,2881
1779;243;113,13;0,2879
1780;600;-325,85;0,2877
1781;600;-253,90;0,2875
1782;432;63,74;0,2873
1783;355;-369,04;0,2871
1784;266;-292,25;0,2869
1785;44;219,87;0,2867
1786;38;-193,72;0,2865
1787;160;-174,44;0,2863
1788;122;-197,61;0,2861
1789;4;-202,43;0,2859
1790;4;-202,43;0,2857
1791;350;126,16;0,2855
1792;138;-202,02;0,2853
1793;245;148,71;0,2851
1794;109;-184,78;0,2849
1795;305;-254,79;0,2847
1796;600;-229,20;0,2845
1797;600;-241,60;0,2843
1798;600;-177,20;0,2841
1799;326;180,95;0,2839
1800;211;161,35;0,2837
1801;225;-231,99;0,2835
1802;386;-248,25;0,2833
1803;600;-117,50;0,2831
1804;600;-177,75;0,2829
1805;215;183,31;0,2827
1806;600;-120,40;0,2825
1807;600;-173,85;0,2823
1808;470;-360,69;0,2821
1809;600;-269,95;0,2819
1810;600;-205,95;0,2817
1811;180;167,66;0,2816
1812;600;-191,90;0,2814
1813;600;-254,00;0,2812
1814;480;14,71;0,2810
1815;600;-260,65;0,2808
1816;600;-260,10;0,2806
1817;600;-239,95;0,2804
1818;126;156,30;0,2802
1819;600;-249,25;0,2800
1820;480;39,36;0,2798
1821;265;121,86;0,2796
1822;600;-166,85;0,2794
1823;2;-200,51;0,2792
1824;600;-208,85;0,2790
1825;578;-393,82;0,2788
1826;600;-190,05;0,2786
1827;140;194,36;0,2784
1828;79;-232,18;0,2782
1829;600;-220,50;0,2780
1830;182;-224,06;0,2778
1831;118;197,23;0,2776
1832;600;-149,40;0,2774
1833;250;-231,14;0,2772
1834;223;-216,57;0,2771
1835;76;199,10;0,2769
1836;4;-202,43;0,2767
1837;426;-413,05;0,2765
1838;466;-386,00;0,2763
1839;374;42,42;0,2761
1840;140;-229,49;0,2759
1841;600;-169,05;0,2757
1842;222;190,74;0,2755
1843;238;-245,87;0,2753
1844;37;-196,86;0,2751
1845;110;213,86;0,2749
1846;210;-214,84;0,2747
1847;411;-221,35;0,2745
1848;600;-161,35;0,2744
1849;504;-290,58;0,2742
1850;565;-300,14;0,2740
1851;600;-130,65;0,2738
1852;331;171,80;0,2736
1853;118;214,43;0,2734
1854;73;-205,07;0,2732
1855;600;-80,15;0,2730
1856;2;-200,51;0,2728
1857;600;-20,35;0,2726
1858;600;-82,80;0,2724
1859;2;-200,06;0,2722
1860;597;64,44;0,2721
1861;373;157,88;0,2719
1862;600;-117,25;0,2717
1863;2;-200,51;0,2715
1864;424;81,92;0,2713
1865;600;-137,20;0,2711
1866;79;-196,98;0,2709
1867;600;-87,55;0,2707
1868;600;-121,95;0,2705
1869;600;-154,90;0,2703
1870;600;-232,75;0,2702
1871;293;119,93;0,2700
1872;9;-204,08;0,2698
1873;2;197,89;0,2696
1874;600;-118,50;0,2694
1875;600;-130,25;0,2692
1876;364;-262,53;0,2690
1877;160;-206,09;0,2688
1878;600;-141,50;0,2686
1879;600;-140,30;0,2685
1880;225;-219,44;0,2683
1881;296;-237,50;0,2681
1882;600;-113,15;0,2679
1883;552;-313,36;0,2677
1884;5;-202,94;0,2675
1885;122;224,79;0,2673
1886;21;-205,80;0,2671
1887;600;-95,70;0,2670
1888;109;196,02;0,2668
1889;600;-157,55;0,2666
1890;600;-143,95;0,2664
1891;167;-229,86;0,2662
1892;359;-321,98;0,2660
1893;427;-335,86;0,2658
1894;483;123,93;0,2657
1895;215;-220,79;0,2655
1896;251;-231,25;0,2653
1897;286;-272,90;0,2651
1898;288;-243,07;0,2649
1899;478;32,48;0,2647
1900;129;-222,83;0,2645
1901;600;-272,45;0,2644
1902;600;-314,90;0,2642
1903;60;199,36;0,2640
1904;600;-283,25;0,2638
1905;600;-261,95;0,2636
1906;600;-170,75;0,2634
1907;600;-183,15;0,2632
1908;241;-230,10;0,2631
1909;100;-217,79;0,2629
1910;8;-202,67;0,2627
1911;336;180,35;0,2625
1912;154;221,67;0,2623
1913;265;-235,74;0,2621
1914;600;-154,00;0,2620
1915;600;-131,40;0,2618
1916;262;-299,86;0,2616
1917;103;-213,97;0,2614
1918;113;176,38;0,2612
1919;600;-144,45;0,2610
1920;322;-293,31;0,2609
1921;600;-212,40;0,2607
1922;600;-270,90;0,2605
1923;254;128,62;0,2603
1924;4;-202,43;0,2601
1925;600;-223,20;0,2599
1926;389;-348,13;0,2598
1927;401;63,75;0,2596
1928;573;64,73;0,2594
1929;600;-109,70;0,2592
1930;340;-290,84;0,2590
1931;600;-167,90;0,2589
1932;286;-276,55;0,2587
1933;317;128,14;0,2585
1934;537;8,89;0,2583
1935;600;-210,10;0,2581
1936;167;188,59;0,2580
1937;293;136,63;0,2578
1938;329;146,42;0,2576
1939;600;-174,05;0,2574
1940;600;-169,70;0,2572
1941;242;172,64;0,2571
1942;395;113,71;0,2569
1943;450;95,86;0,2567
1944;399;41,77;0,2565
1945;327;105,84;0,2563
1946;223;-190,22;0,2562
1947;57;-204,86;0,2560
1948;228;154,28;0,2558
1949;6;-202,55;0,2556
1950;600;-192,90;0,2554
1951;324;100,22;0,2553
1952;184;193,42;0,2551
1953;600;-138,55;0,2549
1954;243;125,98;0,2547
1955;373;141,88;0,2545
1956;357;194,89;0,2544
1957;255;128,61;0,2542
1958;241;-281,60;0,2540
1959;258;142,23;0,2538
1960;260;111,56;0,2537
1961;40;-208,19;0,2535
1962;417;78,34;0,2533
1963;20;225,51;0,2531
1964;600;-141,65;0,2529
1965;6;-202,55;0,2528
1966;100;183,36;0,2526
1967;129;214,77;0,2524
1968;577;64,04;0,2522
1969;179;200,97;0,2521
1970;414;37,27;0,2519
1971;366;-361,95;0,2517
1972;142;-233,91;0,2515
1973;567;-354,01;0,2514
1974;144;-211,88;0,2512
1975;161;-227,25;0,2510
1976;556;103,90;0,2508
1977;216;-245,00;0,2507
1978;259;117,52;0,2505
1979;167;181,54;0,2503
1980;127;-196,91;0,2501
1981;177;-204,91;0,2500
1982;409;126,27;0,2498
1983;331;-270,95;0,2496
1984;139;-220,63;0,2494
1985;125;-213,79;0,2493
1986;255;99,41;0,2491
1987;192;-256,96;0,2489
1988;337;-313,51;0,2487
1989;488;-359,87;0,2486
1990;131;-205,75;0,2484
1991;6;-202,55;0,2482
1992;147;-197,96;0,2480
1993;395;-207,19;0,2479
1994;73;-202,12;0,2477
1995;426;130,55;0,2475
1996;600;-161,60;0,2473
1997;309;-275,18;0,2472
1998;321;-243,75;0,2470
1999;10;-204,69;0,2468
2000;2;197,89;0,2467
2001;25;-205,94;0,2465
2002;335;-241,24;0,2463
2003;4;-202,43;0,2461
