Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
885;DEATH;Suicide;3;9;-290,78;0,4129;0,33;10;2;2;4
886;DEATH;Suicide;3;5;-302,89;0,4125;0,20;10;0;1;2
887;DEATH;Suicide;3;23;-300,02;0,4121;0,52;14;5;2;4
888;DEATH;Suicide;3;4;-302,38;0,4117;0,25;7;0;2;2
889;DEATH;Suicide;3;5;-302,44;0,4113;0,40;11;0;1;2
890;DEATH;Suicide;3;5;-302,44;0,4109;0,60;12;0;1;2
891;DEATH;Suicide;3;6;-302,95;0,4105;0,67;9;0;1;2
892;DEATH;Suicide;3;4;-302,43;0,4101;0,50;11;0;1;2
893;DEATH;Suicide;3;4;-302,38;0,4097;0,75;13;0;1;2
894;DEATH;Suicide;3;9;-293,68;0,4092;0,33;15;3;2;4
895;DEATH;Suicide;3;6;-295,50;0,4088;0,50;12;1;1;2
896;DEATH;Suicide;3;4;-302,43;0,4084;0,25;10;0;2;2
897;DEATH;Suicide;3;4;-302,43;0,4080;0,25;8;0;2;2
898;DEATH;Suicide;3;5;-302,44;0,4076;0,20;14;0;2;2
899;DEATH;Suicide;3;20;-290,49;0,4072;0,50;14;7;1;2
900;DEATH;Suicide;3;4;-302,43;0,4068;0,00;9;0;2;2
901;DEATH;Suicide;3;6;-302,55;0,4064;0,50;10;0;1;2
902;DEATH;Suicide;3;6;-295,55;0,4060;1,00;6;1;1;2
903;DEATH;Suicide;3;4;-302,43;0,4056;0,75;15;0;1;2
904;DEATH;Suicide;3;4;-302,43;0,4052;0,25;12;0;1;2
905;DEATH;Suicide;3;7;-296,46;0,4048;0,71;14;1;2;2
906;DEATH;Suicide;3;4;-302,38;0,4044;0,25;13;0;2;2
907;DEATH;Suicide;3;4;-302,38;0,4040;0,00;11;0;2;2
908;DEATH;Suicide;3;10;-305,79;0,4036;0,60;12;1;2;4
909;DEATH;Suicide;3;4;-302,43;0,4032;0,50;12;0;2;2
910;DEATH;Suicide;3;4;-302,43;0,4027;0,25;7;0;1;2
911;DEATH;Suicide;3;4;-302,38;0,4023;0,00;12;0;2;2
912;DEATH;Suicide;3;4;-302,38;0,4019;0,50;14;0;1;2
913;DEATH;Suicide;3;10;-303,24;0,4015;0,30;11;1;1;2
914;DEATH;Suicide;3;4;-302,43;0,4011;0,50;16;0;1;2
915;DEATH;Suicide;3;4;-302,38;0,4007;0,00;10;0;1;2
916;DEATH;Suicide;3;19;-302,88;0,4003;0,42;14;3;2;4
917;DEATH;Suicide;3;4;-302,38;0,3999;0,75;11;0;1;2
918;DEATH;Suicide;3;5;-295,39;0,3995;0,40;11;1;1;2
919;DEATH;Suicide;3;8;-297,82;0,3991;0,38;10;1;3;4
920;DEATH;Suicide;3;11;-298,35;0,3987;0,18;10;2;2;4
921;DEATH;Suicide;3;4;-302,38;0,3983;0,75;12;0;1;2
922;DEATH;Suicide;3;5;-295,39;0,3979;0,80;15;1;1;2
923;DEATH;Suicide;3;4;-302,43;0,3975;0,25;14;0;2;2
924;DEATH;Suicide;3;4;-302,38;0,3971;0,75;7;0;2;2
925;DEATH;Suicide;3;4;-302,38;0,3967;0,75;13;0;2;2
926;DEATH;Suicide;3;5;-302,94;0,3964;0,60;15;0;1;2
927;DEATH;Suicide;3;4;-302,43;0,3960;0,00;15;0;2;2
928;DEATH;Suicide;3;9;-303,18;0,3956;0,56;13;1;1;2
929;DEATH;Suicide;3;16;-298,75;0,3952;0,38;12;1;3;4
930;DEATH;Suicide;3;5;-302,94;0,3948;0,20;12;0;2;2
931;DEATH;Suicide;3;9;-297,53;0,3944;0,56;12;2;1;2
932;DEATH;Suicide;3;5;-295,49;0,3940;0,40;14;1;1;2
933;DEATH;Suicide;3;9;-296,58;0,3936;0,56;13;2;1;2
934;DEATH;Suicide;3;4;-302,43;0,3932;0,25;10;0;1;2
935;DEATH;Suicide;3;8;-297,72;0,3928;0,50;7;1;2;4
936;DEATH;Suicide;3;5;-295,39;0,3924;0,40;10;1;2;2
937;DEATH;Suicide;3;4;-302,38;0,3920;0,25;14;0;2;2
938;DEATH;Suicide;3;4;-302,43;0,3916;0,75;8;0;1;2
939;DEATH;Suicide;3;11;-287,90;0,3912;0,64;13;3;3;4
940;DEATH;Suicide;3;4;-302,38;0,3908;0,25;13;0;1;2
941;DEATH;Suicide;3;18;-306,72;0,3904;0,44;12;1;2;4
942;DEATH;Suicide;3;4;-302,38;0,3901;0,75;11;0;2;2
943;DEATH;Suicide;3;4;-302,43;0,3897;0,25;14;0;2;2
944;DEATH;Suicide;3;7;-297,71;0,3893;0,29;9;1;3;4
945;DEATH;Suicide;3;4;-302,38;0,3889;0,75;13;0;1;2
946;DEATH;Suicide;3;4;-302,43;0,3885;0,50;11;0;1;2
947;DEATH;Suicide;3;4;-302,43;0,3881;0,25;14;0;1;2
948;DEATH;Suicide;3;4;-302,43;0,3877;1,00;12;0;1;2
949;DEATH;Suicide;3;5;-295,49;0,3873;0,60;10;1;1;2
950;DEATH;Suicide;3;27;-309,76;0,3869;0,41;7;3;4;6
951;DEATH;Suicide;3;14;-306,03;0,3866;0,43;11;1;2;4
952;DEATH;Suicide;3;9;-305,33;0,3862;0,44;16;1;3;4
953;DEATH;Suicide;3;4;-302,43;0,3858;0,50;6;0;1;2
954;DEATH;Suicide;3;9;-298,28;0,3854;0,44;12;1;3;4
955;DEATH;Suicide;3;4;-302,38;0,3850;0,25;9;0;2;2
956;DEATH;Suicide;3;19;-309,43;0,3846;0,42;12;3;3;6
957;DEATH;Suicide;3;5;-302,89;0,3842;0,60;12;0;1;2
958;DEATH;Suicide;3;4;-302,43;0,3839;0,75;12;0;1;2
959;DEATH;Suicide;3;4;-302,38;0,3835;0,25;11;0;2;2
960;DEATH;Suicide;3;5;-302,44;0,3831;0,40;10;0;2;2
961;DEATH;Suicide;3;4;-302,43;0,3827;0,50;8;0;1;2
962;DEATH;Suicide;3;8;-297,77;0,3823;0,25;12;1;2;4
963;DEATH;Suicide;3;16;-307,05;0,3819;0,56;8;1;2;4
964;DEATH;Suicide;3;4;-302,43;0,3816;0,50;10;0;2;2
965;DEATH;Suicide;3;8;-304,77;0,3812;0,38;13;0;3;4
966;DEATH;Suicide;3;5;-295,39;0,3808;0,40;18;1;2;2
967;DEATH;Suicide;3;22;-299,36;0,3804;0,32;12;4;5;10
968;DEATH;Suicide;3;7;-292,66;0,3800;0,29;13;2;2;4
969;DEATH;Suicide;3;5;-295,39;0,3797;0,40;13;1;2;2
970;DEATH;Suicide;3;15;-302,49;0,3793;0,27;8;1;4;8
971;DEATH;Suicide;3;4;-302,43;0,3789;0,25;10;0;2;2
972;DEATH;Suicide;3;4;-302,38;0,3785;0,25;14;0;1;2
973;DEATH;Suicide;3;7;-297,71;0,3781;0,14;10;1;2;4
974;DEATH;Suicide;3;17;-306,01;0,3778;0,41;10;1;1;2
975;DEATH;Suicide;3;4;-302,38;0,3774;0,25;12;0;2;2
976;DEATH;Suicide;3;4;-302,38;0,3770;0,50;12;0;1;2
977;DEATH;Suicide;3;7;-297,71;0,3766;0,57;9;1;2;4
978;DEATH;Suicide;3;5;-302,44;0,3763;0,60;11;0;2;2
979;DEATH;Suicide;3;5;-295,39;0,3759;0,60;14;1;1;2
980;DEATH;Suicide;3;4;-302,38;0,3755;0,25;7;0;1;2
981;DEATH;Suicide;3;5;-302,89;0,3751;0,40;9;0;2;2
982;DEATH;Suicide;3;4;-302,38;0,3748;0,25;18;0;2;2
983;DEATH;Suicide;3;4;-302,43;0,3744;0,00;14;0;2;2
984;DEATH;Suicide;3;4;-302,43;0,3740;0,25;14;0;2;2
985;DEATH;Suicide;3;5;-302,44;0,3736;0,60;10;0;2;2
986;DEATH;Suicide;3;7;-292,66;0,3733;0,00;15;2;2;4
987;DEATH;Suicide;3;4;-302,38;0,3729;0,25;11;0;1;2
988;DEATH;Suicide;3;4;-302,38;0,3725;0,25;10;0;2;2
989;DEATH;Suicide;3;4;-302,43;0,3721;0,50;15;0;1;2
990;DEATH;Suicide;3;10;-298,34;0,3718;0,30;7;2;3;4
991;DEATH;Suicide;3;4;-302,43;0,3714;0,75;16;0;1;2
992;DEATH;Suicide;3;4;-302,38;0,3710;0,25;8;0;1;2
993;DEATH;Suicide;3;6;-295,90;0,3707;0,33;12;1;2;2
994;DEATH;Suicide;3;4;-302,33;0,3703;0,50;14;0;1;2
995;DEATH;Suicide;3;4;-302,38;0,3699;0,75;13;0;2;2
996;DEATH;Suicide;3;4;-302,38;0,3695;0,25;12;0;1;2
997;DEATH;Suicide;3;7;-304,71;0,3692;0,57;8;0;2;4
998;DEATH;Suicide;3;4;-302,43;0,3688;0,75;9;0;1;2
999;DEATH;Suicide;3;9;-292,08;0,3684;0,56;11;2;1;2
1000;DEATH;Suicide;3;4;-302,43;0,3681;0,50;9;0;2;2
1001;DEATH;Suicide;3;4;-302,43;0,3677;1,00;10;0;1;2
1002;DEATH;Suicide;3;4;-302,43;0,3673;0,50;11;0;1;2
1003;DEATH;Suicide;3;4;-302,38;0,3670;0,00;11;0;2;2
1004;DEATH;Suicide;3;4;-302,38;0,3666;0,25;14;0;1;2
1005;DEATH;Suicide;3;4;-302,38;0,3662;0,00;14;0;2;2
1006;DEATH;Suicide;3;4;-302,43;0,3659;0,50;13;0;1;2
1007;DEATH;Suicide;3;4;-302,38;0,3655;0,50;12;0;2;2
1008;DEATH;Suicide;3;4;-302,43;0,3651;0,00;13;0;2;2
1009;DEATH;Suicide;3;7;-297,71;0,3648;0,57;9;1;3;4
1010;DEATH;Suicide;3;12;-295,21;0,3644;0,33;11;2;3;6
1011;DEATH;Suicide;3;10;-294,19;0,3640;0,70;13;3;2;4
1012;DEATH;Suicide;3;5;-295,44;0,3637;0,00;11;1;1;2
1013;DEATH;Suicide;3;22;-296,66;0,3633;0,50;13;3;3;6
1014;DEATH;Suicide;3;4;-302,38;0,3629;0,00;12;0;1;2
1015;DEATH;Suicide;3;4;-302,43;0,3626;0,00;11;0;2;2
1016;DEATH;Suicide;3;16;-307,80;0,3622;0,25;7;2;4;6
1017;DEATH;Suicide;3;5;-302,89;0,3619;0,60;14;0;1;2
1018;DEATH;Suicide;3;4;-302,38;0,3615;0,50;15;0;1;2
1019;DEATH;Suicide;3;6;-295,95;0,3611;0,67;12;1;1;2
1020;DEATH;Suicide;3;4;-302,38;0,3608;0,00;19;0;2;2
1021;DEATH;Suicide;3;6;-296,00;0,3604;0,67;12;1;1;2
1022;DEATH;Suicide;3;6;-295,95;0,3601;0,67;12;1;2;2
1023;DEATH;Suicide;3;9;-296,53;0,3597;0,22;15;2;1;2
1024;DEATH;Suicide;3;7;-296,01;0,3593;0,29;13;1;2;2
1025;DEATH;Suicide;3;4;-302,38;0,3590;0,25;18;0;1;2
1026;DEATH;Suicide;3;5;-295,39;0,3586;0,60;16;1;1;2
1027;DEATH;Suicide;3;8;-304,82;0,3583;0,63;11;0;2;4
1028;DEATH;Suicide;3;10;-305,34;0,3579;0,50;18;0;3;4
1029;DEATH;Suicide;3;9;-293,78;0,3575;0,67;13;2;2;4
1030;DEATH;Suicide;3;8;-298,22;0,3572;0,50;9;1;2;4
1031;DEATH;Suicide;3;8;-304,72;0,3568;0,25;9;0;3;4
1032;DEATH;Suicide;3;11;-295,55;0,3565;0,55;18;3;4;6
1033;DEATH;Suicide;3;17;-301,61;0,3561;0,41;10;4;2;4
1034;DEATH;Suicide;3;4;-302,38;0,3558;0,25;13;0;2;2
1035;DEATH;Suicide;3;10;-298,34;0,3554;0,30;11;1;3;4
1036;DEATH;Suicide;3;4;-302,38;0,3550;0,75;13;0;2;2
1037;DEATH;Suicide;3;4;-302,38;0,3547;0,75;11;0;1;2
1038;DEATH;Suicide;3;4;-302,43;0,3543;0,25;11;0;2;2
1039;DEATH;Suicide;3;4;-302,38;0,3540;0,25;11;0;2;2
1040;DEATH;Suicide;3;4;-302,43;0,3536;0,25;13;0;2;2
1041;DEATH;Suicide;3;4;-302,38;0,3533;0,00;7;0;2;2
1042;DEATH;Suicide;3;8;-302,62;0,3529;0,63;13;0;1;2
1043;DEATH;Suicide;3;7;-292,66;0,3526;0,14;14;2;2;4
1044;DEATH;Suicide;3;4;-302,38;0,3522;0,00;11;0;1;2
1045;DEATH;Suicide;3;11;-293,60;0,3519;0,27;11;2;3;6
1046;DEATH;Suicide;3;4;-302,43;0,3515;0,25;11;0;2;2
1047;DEATH;Suicide;3;5;-302,94;0,3512;0,20;11;0;2;2
1048;DEATH;Suicide;3;14;-298,18;0,3508;0,29;14;3;1;2
1049;DEATH;Suicide;3;7;-297,71;0,3505;0,14;11;1;3;4
1050;DEATH;Suicide;3;17;-303,81;0,3501;0,24;7;2;2;4
1051;DEATH;Suicide;3;14;-299,03;0,3498;0,43;10;1;2;4
1052;DEATH;Suicide;3;4;-302,43;0,3494;0,00;13;0;2;2
1053;DEATH;Suicide;3;4;-302,38;0,3491;0,50;11;0;1;2
1054;DEATH;Suicide;3;10;-305,84;0,3487;0,50;13;2;2;4
1055;DEATH;Suicide;3;10;-299,29;0,3484;0,20;6;2;3;4
1056;DEATH;Suicide;3;10;-297,94;0,3480;0,40;11;1;2;4
1057;DEATH;Suicide;3;4;-302,38;0,3477;0,25;10;0;1;2
1058;DEATH;Suicide;3;9;-305,28;0,3473;0,11;9;1;2;4
1059;DEATH;Suicide;3;4;-302,38;0,3470;0,00;12;0;2;2
1060;DEATH;Suicide;3;4;-302,38;0,3466;0,00;17;0;1;2
1061;DEATH;Suicide;3;4;-302,38;0,3463;0,50;12;0;2;2
1062;DEATH;Suicide;3;4;-302,38;0,3459;0,75;14;0;2;2
1063;DEATH;Suicide;3;4;-302,38;0,3456;0,00;15;0;1;2
1064;DEATH;Suicide;3;4;-302,43;0,3452;0,25;9;0;2;2
1065;DEATH;Suicide;3;9;-297,53;0,3449;0,44;14;2;2;2
1066;DEATH;Suicide;3;4;-302,38;0,3445;0,25;12;0;2;2
1067;DEATH;Suicide;3;7;-297,66;0,3442;0,43;9;1;3;4
1068;DEATH;Suicide;3;10;-294,19;0,3439;0,40;12;3;3;4
1069;DEATH;Suicide;3;4;-302,38;0,3435;0,50;17;0;1;2
1070;DEATH;Suicide;3;8;-304,77;0,3432;0,13;14;0;3;4
1071;DEATH;Suicide;3;4;-302,38;0,3428;0,25;12;0;1;2
1072;DEATH;Suicide;3;4;-302,38;0,3425;0,25;11;0;2;2
1073;DEATH;Suicide;3;4;-302,38;0,3421;0,50;8;0;1;2
1074;DEATH;Suicide;3;11;-306,30;0,3418;0,36;10;1;2;4
1075;DEATH;Suicide;3;4;-302,43;0,3415;0,00;10;0;2;2
1076;DEATH;Suicide;3;4;-302,43;0,3411;0,50;14;0;1;2
1077;DEATH;Suicide;3;12;-300,16;0,3408;0,17;10;1;4;6
1078;DEATH;Suicide;3;7;-292,66;0,3404;0,14;8;2;3;4
1079;DEATH;Suicide;3;4;-302,43;0,3401;0,25;7;0;2;2
1080;DEATH;Suicide;3;4;-302,38;0,3398;0,50;10;0;1;2
1081;DEATH;Suicide;3;9;-298,23;0,3394;0,22;10;1;3;4
1082;DEATH;Suicide;3;4;-302,38;0,3391;0,00;14;0;2;2
1083;DEATH;Suicide;3;9;-303,18;0,3387;0,56;12;1;2;2
1084;DEATH;Suicide;3;4;-302,38;0,3384;0,00;15;0;1;2
1085;DEATH;Suicide;3;13;-301,07;0,3381;0,46;14;2;3;6
1086;DEATH;Suicide;3;4;-302,38;0,3377;0,00;12;0;2;2
1087;DEATH;Suicide;3;5;-295,39;0,3374;0,40;15;1;1;2
1088;DEATH;Suicide;3;4;-302,43;0,3370;0,25;14;0;1;2
1089;DEATH;Suicide;3;8;-297,77;0,3367;0,50;12;1;2;4
1090;DEATH;Suicide;3;4;-302,43;0,3364;0,50;9;0;1;2
1091;DEATH;Suicide;3;4;-302,43;0,3360;0,50;10;0;1;2
1092;DEATH;Suicide;3;4;-302,43;0,3357;0,25;11;0;2;2
1093;DEATH;Suicide;3;5;-295,39;0,3354;0,40;16;1;2;2
1094;DEATH;Suicide;3;9;-296,53;0,3350;0,33;10;2;2;2
1095;DEATH;Suicide;3;8;-293,17;0,3347;0,50;11;2;3;4
1096;DEATH;Suicide;3;4;-302,38;0,3344;0,25;8;0;2;2
1097;DEATH;Suicide;3;4;-302,43;0,3340;0,50;10;0;2;2
1098;DEATH;Suicide;3;7;-292,71;0,3337;0,14;10;2;2;4
1099;DEATH;Suicide;3;11;-298,85;0,3334;0,18;12;2;2;4
1100;DEATH;Suicide;3;9;-298,73;0,3330;0,11;13;2;2;4
1101;DEATH;Suicide;3;4;-302,38;0,3327;0,25;15;0;2;2
1102;DEATH;Suicide;3;13;-299,87;0,3324;0,46;14;2;2;4
1103;DEATH;Suicide;3;4;-302,38;0,3320;0,00;14;0;2;2
1104;DEATH;Suicide;3;5;-302,44;0,3317;0,20;10;0;1;2
1105;DEATH;Suicide;3;4;-302,38;0,3314;0,50;11;0;2;2
1106;DEATH;Suicide;3;4;-302,38;0,3310;0,50;16;0;1;2
1107;DEATH;Suicide;3;4;-302,38;0,3307;0,25;9;0;2;2
1108;DEATH;Suicide;3;5;-295,49;0,3304;0,60;13;1;1;2
1109;DEATH;Suicide;3;9;-297,58;0,3300;0,67;13;2;2;2
1110;DEATH;Suicide;3;4;-302,38;0,3297;0,00;10;0;2;2
1111;DEATH;Suicide;3;4;-302,43;0,3294;0,25;10;0;1;2
1112;DEATH;Suicide;3;4;-302,43;0,3291;0,50;12;0;1;2
1113;DEATH;Suicide;3;4;-302,38;0,3287;0,25;13;0;1;2
1114;DEATH;Suicide;3;4;-302,38;0,3284;0,25;12;0;1;2
1115;DEATH;Suicide;3;5;-295,44;0,3281;0,60;11;1;2;2
1116;DEATH;Suicide;3;4;-302,38;0,3277;0,25;18;0;1;2
1117;DEATH;Suicide;3;7;-292,71;0,3274;0,00;15;2;2;4
1118;DEATH;Suicide;3;4;-302,38;0,3271;0,50;14;0;1;2
1119;DEATH;Suicide;3;4;-302,38;0,3268;0,50;11;0;1;2
1120;DEATH;Suicide;3;4;-302,43;0,3264;0,50;11;0;1;2
1121;DEATH;Suicide;3;4;-302,43;0,3261;0,25;14;0;1;2
1122;DEATH;Suicide;3;4;-302,43;0,3258;0,25;9;0;1;2
1123;DEATH;Suicide;3;4;-302,38;0,3255;0,75;11;0;1;2
1124;DEATH;Suicide;3;4;-302,43;0,3251;0,25;15;0;2;2
1125;DEATH;Suicide;3;4;-302,43;0,3248;0,25;5;0;1;2
1126;DEATH;Suicide;3;4;-302,43;0,3245;0,00;14;0;2;2
1127;DEATH;Suicide;3;8;-293,22;0,3242;0,63;10;2;2;4
1128;DEATH;Suicide;3;4;-302,38;0,3238;0,25;13;0;1;2
1129;DEATH;Suicide;3;5;-302,94;0,3235;0,40;13;0;2;2
1130;DEATH;Suicide;3;4;-302,43;0,3232;0,25;12;0;1;2
1131;DEATH;Suicide;3;4;-302,38;0,3229;0,50;11;0;1;2
1132;DEATH;Suicide;3;4;-302,38;0,3225;0,25;17;0;1;2
1133;DEATH;Suicide;3;7;-304,71;0,3222;0,00;11;0;3;4
1134;DEATH;Suicide;3;4;-302,38;0,3219;0,50;9;0;2;2
1135;DEATH;Suicide;3;4;-302,38;0,3216;0,25;8;0;2;2
1136;DEATH;Suicide;3;4;-302,43;0,3212;0,50;10;0;1;2
1137;DEATH;Suicide;3;5;-295,39;0,3209;0,40;12;1;1;2
1138;DEATH;Suicide;3;4;-302,43;0,3206;0,50;13;0;1;2
1139;DEATH;Suicide;3;10;-293,29;0,3203;0,30;12;2;3;4
1140;DEATH;Suicide;3;11;-299,85;0,3200;0,09;13;1;2;4
1141;DEATH;Suicide;3;14;-293,33;0,3196;0,36;12;3;3;6
1142;DEATH;Suicide;3;5;-302,89;0,3193;0,40;14;0;1;2
1143;DEATH;Suicide;3;5;-302,84;0,3190;0,60;11;0;2;2
1144;DEATH;Suicide;3;13;-299,42;0,3187;0,31;11;3;3;4
1145;DEATH;Suicide;3;4;-302,43;0,3184;0,50;12;0;1;2
1146;DEATH;Suicide;3;4;-302,38;0,3180;0,25;15;0;1;2
1147;DEATH;Suicide;3;4;-302,38;0,3177;0,25;15;0;2;2
1148;DEATH;Suicide;3;5;-302,89;0,3174;0,40;15;0;1;2
1149;DEATH;Suicide;3;4;-302,43;0,3171;0,00;12;0;2;2
1150;DEATH;Suicide;3;4;-302,43;0,3168;0,25;14;0;1;2
1151;DEATH;Suicide;3;4;-302,38;0,3165;0,25;14;0;2;2
1152;DEATH;Suicide;3;6;-303,00;0,3161;0,83;7;0;1;2
1153;DEATH;Suicide;3;6;-290,45;0,3158;0,33;13;2;1;2
1154;DEATH;Suicide;3;8;-296,52;0,3155;0,75;13;1;1;2
1155;DEATH;Suicide;3;10;-305,84;0,3152;0,40;13;1;2;4
1156;DEATH;Suicide;3;4;-302,43;0,3149;0,50;13;0;2;2
1157;DEATH;Suicide;3;11;-298,25;0,3146;0,09;10;1;3;6
1158;DEATH;Suicide;3;5;-302,94;0,3143;0,40;17;0;1;2
1159;DEATH;Suicide;3;42;-303,91;0,3139;0,26;9;5;5;10
1160;DEATH;Suicide;3;4;-302,38;0,3136;0,25;6;0;1;2
1161;DEATH;Suicide;3;15;-295,29;0,3133;0,20;12;3;2;4
1162;DEATH;Suicide;3;4;-302,43;0,3130;0,25;11;0;2;2
1163;DEATH;Suicide;3;11;-299,25;0,3127;0,36;8;2;2;4
1164;DEATH;Suicide;3;5;-295,39;0,3124;0,20;16;1;1;2
1165;DEATH;Suicide;3;11;-288,55;0,3121;0,27;10;3;3;6
1166;DEATH;Suicide;3;8;-293,17;0,3117;0,25;11;2;3;4
1167;DEATH;Suicide;3;4;-302,43;0,3114;0,00;12;0;2;2
1168;DEATH;Suicide;3;12;-298,46;0,3111;0,33;13;2;2;4
1169;DEATH;Suicide;3;4;-302,43;0,3108;0,25;7;0;2;2
1170;DEATH;Suicide;3;8;-297,72;0,3105;0,38;13;1;2;4
1171;DEATH;Suicide;3;4;-302,38;0,3102;0,00;15;0;2;2
1172;DEATH;Suicide;3;4;-302,38;0,3099;0,00;12;0;2;2
1173;DEATH;Suicide;3;7;-297,71;0,3096;0,14;13;1;2;4
1174;DEATH;Suicide;3;5;-302,89;0,3093;0,20;15;0;2;2
1175;DEATH;Suicide;3;4;-302,38;0,3090;0,50;11;0;1;2
1176;DEATH;Suicide;3;12;-299,81;0,3086;0,50;12;2;2;4
1177;DEATH;Suicide;3;4;-302,43;0,3083;0,25;13;0;2;2
1178;DEATH;Suicide;3;7;-297,71;0,3080;0,29;11;1;3;4
1179;DEATH;Suicide;3;5;-302,94;0,3077;0,80;13;0;1;2
1180;DEATH;Suicide;3;4;-302,38;0,3074;0,50;18;0;2;2
1181;DEATH;Suicide;3;4;-302,43;0,3071;0,75;7;0;2;2
1182;DEATH;Suicide;3;8;-293,17;0,3068;0,25;14;2;2;4
1183;DEATH;Suicide;3;4;-302,38;0,3065;0,00;8;0;1;2
1184;DEATH;Suicide;3;12;-298,51;0,3062;0,50;8;2;2;4
1185;DEATH;Suicide;3;4;-302,38;0,3059;0,25;14;0;1;2
1186;DEATH;Suicide;3;4;-302,43;0,3056;0,50;14;0;1;2
1187;DEATH;Suicide;3;4;-302,38;0,3053;0,25;11;0;2;2
1188;DEATH;Suicide;3;4;-302,43;0,3050;0,25;9;0;2;2
1189;DEATH;Suicide;3;5;-295,49;0,3047;0,40;10;1;2;2
1190;DEATH;Suicide;3;4;-302,38;0,3043;0,00;13;0;2;2
1191;DEATH;Suicide;3;4;-302,43;0,3040;0,25;10;0;1;2
1192;DEATH;Suicide;3;13;-294,87;0,3037;0,46;13;5;3;4
1193;DEATH;Suicide;3;7;-297,71;0,3034;0,29;13;1;3;4
1194;DEATH;Suicide;3;6;-290,45;0,3031;0,17;12;2;2;2
1195;DEATH;Suicide;3;4;-302,38;0,3028;0,00;11;0;2;2
1196;DEATH;Suicide;3;4;-302,43;0,3025;0,25;14;0;2;2
1197;DEATH;Suicide;3;4;-302,38;0,3022;0,00;7;0;1;2
1198;DEATH;Suicide;3;4;-302,38;0,3019;0,25;10;0;2;2
1199;DEATH;Suicide;3;4;-302,43;0,3016;0,50;9;0;2;2
1200;DEATH;Suicide;3;5;-302,89;0,3013;0,20;9;0;1;2
1201;DEATH;Suicide;3;4;-302,43;0,3010;0,25;13;0;1;2
1202;DEATH;Suicide;3;4;-302,38;0,3007;0,50;5;0;2;2
1203;DEATH;Suicide;3;7;-292,66;0,3004;0,00;14;2;2;4
1204;DEATH;Suicide;3;7;-292,71;0,3001;0,14;12;2;3;4
1205;DEATH;Suicide;3;5;-302,44;0,2998;0,40;11;0;2;2
1206;DEATH;Suicide;3;4;-302,43;0,2995;0,00;18;0;1;2
1207;DEATH;Suicide;3;4;-302,38;0,2992;0,00;13;0;2;2
1208;DEATH;Suicide;3;4;-302,38;0,2989;0,00;9;0;2;2
1209;DEATH;Suicide;3;4;-302,38;0,2986;0,00;13;0;2;2
1210;DEATH;Suicide;3;4;-302,38;0,2983;0,00;14;0;2;2
1211;DEATH;Suicide;3;4;-302,38;0,2980;0,25;12;0;1;2
1212;DEATH;Suicide;3;4;-302,43;0,2977;0,75;10;0;1;2
1213;DEATH;Suicide;3;4;-302,43;0,2974;0,50;12;0;1;2
1214;DEATH;Suicide;3;4;-302,43;0,2971;0,25;11;0;2;2
1215;DEATH;Suicide;3;4;-302,38;0,2968;0,00;9;0;2;2
1216;DEATH;Suicide;3;5;-295,39;0,2965;0,20;14;1;2;2
1217;DEATH;Suicide;3;4;-302,38;0,2962;0,00;11;0;2;2
1218;DEATH;Suicide;3;6;-302,50;0,2959;0,50;13;0;2;2
1219;DEATH;Suicide;3;5;-302,94;0,2956;0,40;14;0;1;2
1220;DEATH;Suicide;3;4;-302,38;0,2954;0,25;9;0;2;2
1221;DEATH;Suicide;3;15;-300,29;0,2951;0,27;8;2;3;6
1222;DEATH;Suicide;3;7;-297,71;0,2948;0,43;12;1;2;4
1223;DEATH;Suicide;3;8;-304,77;0,2945;0,25;9;0;3;4
1224;DEATH;Suicide;3;7;-297,71;0,2942;0,14;12;1;2;4
1225;DEATH;Suicide;3;4;-302,38;0,2939;0,25;11;0;1;2
1226;DEATH;Suicide;3;4;-302,38;0,2936;0,50;14;0;2;2
1227;DEATH;Suicide;3;4;-302,33;0,2933;0,50;14;0;2;2
1228;DEATH;Suicide;3;5;-302,89;0,2930;0,40;13;0;1;2
1229;DEATH;Suicide;3;4;-302,38;0,2927;0,50;12;0;1;2
1230;DEATH;Suicide;3;9;-305,73;0,2924;0,22;11;0;2;4
1231;DEATH;Suicide;3;4;-302,38;0,2921;0,25;11;0;2;2
1232;DEATH;Suicide;3;5;-302,94;0,2918;0,40;13;0;2;2
1233;DEATH;Suicide;3;5;-302,44;0,2915;0,40;12;0;2;2
1234;DEATH;Suicide;3;4;-302,38;0,2912;0,50;10;0;2;2
1235;DEATH;Suicide;3;4;-302,43;0,2910;0,25;9;0;1;2
1236;DEATH;Suicide;3;4;-302,38;0,2907;0,00;11;0;2;2
1237;DEATH;Suicide;3;4;-302,38;0,2904;1,00;12;0;1;2
1238;DEATH;Suicide;3;4;-302,38;0,2901;0,25;11;0;2;2
1239;DEATH;Suicide;3;6;-295,50;0,2898;0,50;9;1;1;2
1240;DEATH;Suicide;3;4;-302,38;0,2895;0,25;13;0;1;2
1241;DEATH;Suicide;3;8;-290,72;0,2892;0,38;5;2;2;4
1242;DEATH;Suicide;3;4;-302,43;0,2889;0,75;14;0;1;2
1243;DEATH;Suicide;3;6;-295,90;0,2886;0,50;8;1;2;2
1244;DEATH;Suicide;3;7;-292,76;0,2883;0,29;12;2;2;4
